SupplierID,SupplierName,ProductID,CarMaker,CarModel,CarColor,CarModelYear,CarPrice,CustomerID,CustomerName,Gender,JobTitle,City,Country,CountryCode,State,OrderDate,OrderID,ShipDate,ShipMode,Shipping,PostalCode,Sales,Quantity,Discount,CreditCardType,CustomerFeedback,LeadTimeDays,OrderMonth,FeedbackScore,RevenuePerUnit
96,Twitterlist,8159,Ford,Mustang,Maroon,1994,798765.11,52959-144,Gunther Stubbs,Male,Chief Design Engineer,Saint Louis,United States,US,Missouri,2018-11-03,57627-156,2019-03-20,First Class,Air,63169,881654.49,1,0.81,jcb,Bad,137,2018-11,2,881654.49
97,Midel,9814,Lexus,GS,Puce,2013,650995.54,64205-101,Wallas Lewing,Male,Structural Analysis Engineer,Durham,United States,US,North Carolina,2019-05-10,63830-221,2019-04-04,Same Day,Truck,27705,733932.62,1,0.66,jcb,Very Bad,-36,2019-05,1,733932.62
98,Skilith,9174,Nissan,370Z,Mauv,2009,734064.83,54868-6077,Osgood Dunkerk,Male,Safety Technician IV,Topeka,United States,US,Kansas,2018-08-02,31722-731,2019-05-29,Second Class,Air,66629,906383.42,2,0.29,bankcard,Very Good,300,2018-08,5,453191.71
99,Talane,7925,Jeep,Wrangler,Blue,1998,566961.7,0555-0140,Alvinia Alasdair,Female,Help Desk Operator,Los Angeles,United States,US,California,2018-10-11,43353-914,2019-01-11,Second Class,Truck,90015,768636.97,2,0.57,china-unionpay,Okay,92,2018-10,3,384318.485
100,Chatterbridge,6395,Honda,S2000,Green,2003,636898.53,65691-0105,Arleta Blondelle,Female,General Manager,Shawnee Mission,United States,US,Kansas,2019-04-23,55648-787,2019-06-03,First Class,Truck,66286,827097.96,1,0.75,visa,Very Bad,41,2019-04,1,827097.96
101,Skipfire,8034,Cadillac,CTS-V,Red,2009,641631.95,55154-9357,Barbie Bridywater,Female,Dental Hygienist,Jamaica,United States,US,New York,2018-10-25,59614-298,2019-02-12,Standard Class,Air,11431,863138.65,2,0.53,china-unionpay,Okay,110,2018-10,3,431569.325
102,Fivebridge,7619,GMC,Suburban 1500,Red,1999,724303.85,52125-866,Curcio Januszewski,Male,Project Manager,Denver,United States,US,Colorado,2018-08-25,59630-574,2019-02-20,Second Class,Truck,80243,898660.85,2,0.49,china-unionpay,Good,179,2018-08,4,449330.425
103,Realcube,7023,Chevrolet,Sportvan G30,Teal,1995,679976.16,54458-907,Georgiana Decker,Female,Financial Analyst,Olympia,United States,US,Washington,2019-03-29,43742-0489,2019-04-17,Standard Class,Truck,98516,955190.63,2,0.78,switch,Very Bad,19,2019-03,1,477595.315
104,Skivee,7855,Chevrolet,Express 1500,Red,2004,665876.6,33261-228,Angus Bilbey,Male,Analyst Programmer,Washington,United States,US,District of Columbia,2018-11-08,50181-0003,2019-04-02,Standard Class,Truck,20299,986265.39,1,0.3,switch,Very Bad,145,2018-11,1,986265.39
105,Chatterbridge,4571,Cadillac,Escalade,Red,2007,514525.98,11584-1060,Gerek Timmins,Male,Physical Therapy Assistant,Apache Junction,United States,US,Arizona,2019-04-22,49348-553,2019-03-09,Standard Class,Air,85219,700375.26,2,0.67,jcb,Very Good,-44,2019-04,5,350187.63
106,Buzzbean,184,Pontiac,Grand Am,Turquoise,1996,543539.17,0363-1024,Garald Shepland,Male,Cost Accountant,Baton Rouge,United States,US,Louisiana,2018-07-02,45963-346,2019-01-19,Second Class,Truck,70826,918972.63,1,0.32,mastercard,Good,201,2018-07,4,918972.63
107,Voonix,4143,Toyota,Sequoia,Green,2008,563223.72,50268-452,Michelle McLagain,Female,Human Resources Assistant IV,Jacksonville,United States,US,Florida,2018-12-23,0270-0149,2019-02-23,Same Day,Truck,32236,742527.92,1,0.45,jcb,Bad,62,2018-12,2,742527.92
108,Thoughtblab,8525,Toyota,Celica,Yellow,1994,739368.39,37808-817,Morgun Pfaff,Male,Senior Quality Engineer,Pensacola,United States,US,Florida,2018-12-06,36800-443,2019-03-10,First Class,Air,32575,862137.37,2,0.27,jcb,Bad,94,2018-12,2,431068.685
109,Yakitri,9229,BMW,M3,Violet,2011,543026.94,68084-009,Carmel Gentzsch,Female,Research Nurse,Winston Salem,United States,US,North Carolina,2018-07-24,0904-5186,2019-05-25,Standard Class,Air,27157,956235.6,2,0.73,jcb,Very Bad,305,2018-07,1,478117.8
110,Zoozzy,8155,Land Rover,Range Rover,Crimson,1986,569435.74,65862-599,Paton Clynman,Male,VP Sales,El Paso,United States,US,Texas,2019-04-26,53808-0251,2019-01-16,Standard Class,Truck,88584,981365.77,1,0.36,visa,Very Good,-100,2019-04,5,981365.77
111,Demivee,720,Mitsubishi,Mirage,Puce,1998,593076.64,51918-1001,Danya Lambis,Male,Staff Scientist,Fort Worth,United States,US,Texas,2019-03-20,65044-1060,2019-04-03,Second Class,Truck,76134,990328.59,2,0.29,visa-electron,Bad,14,2019-03,2,495164.295
112,Meedoo,9609,Isuzu,Oasis,Mauv,1996,522435.2,55154-6127,Robbert Goodhand,Male,Senior Editor,Provo,United States,US,Utah,2018-09-23,0378-1045,2019-01-28,Second Class,Air,84605,976754.62,2,0.7,visa-electron,Bad,127,2018-09,2,488377.31
113,Zoovu,7713,Cadillac,Seville,Khaki,1997,580966.08,36987-2014,Freeman Firbank,Male,Recruiting Manager,Madison,United States,US,Wisconsin,2019-06-10,0781-5526,2019-04-16,First Class,Truck,53790,895368.03,2,0.28,jcb,Bad,-55,2019-06,2,447684.015
114,Yotz,7535,Pontiac,Bonneville,Puce,1999,723754.77,61598-200,Bobbi Collingdon,Female,Legal Assistant,San Antonio,United States,US,Texas,2018-11-15,16590-954,2019-05-26,Standard Class,Truck,78220,935004.75,2,0.74,switch,Very Good,192,2018-11,5,467502.375
115,Skinix,695,Ford,Flex,Indigo,2010,563453.56,55315-455,Eddi Merryweather,Female,Occupational Therapist,New York City,United States,US,New York,2019-01-17,55301-619,2019-02-17,Same Day,Truck,10203,774003.01,2,0.57,diners-club-carte-blanche,Good,31,2019-01,4,387001.505
116,Vinte,4198,Honda,Accord,Blue,2011,745757.69,59078-039,Judy Hunt,Female,VP Marketing,New Orleans,United States,US,Louisiana,2018-06-25,0049-4940,2019-03-25,Same Day,Truck,70160,951211.32,1,0.72,diners-club-carte-blanche,Okay,273,2018-06,3,951211.32
117,Brainsphere,1291,Buick,Rainier,Green,2007,564899.94,68026-544,Gustave Velte,Male,Project Manager,Birmingham,United States,US,Alabama,2019-01-21,0781-6135,2019-06-04,Standard Class,Truck,35295,800301.44,1,0.53,jcb,Okay,134,2019-01,3,800301.44
118,Vipe,7949,Honda,Pilot,Mauv,2010,663125.07,21695-835,Nellie Lockier,Female,Senior Editor,Reno,United States,US,Nevada,2018-12-24,41250-318,2019-03-06,Standard Class,Air,89510,743330.27,1,0.29,switch,Okay,72,2018-12,3,743330.27
119,Innotype,7076,Mercedes-Benz,400SEL,Teal,1993,519500.85,68084-713,Stanford Rusted,Male,Editor,Morgantown,United States,US,West Virginia,2019-06-01,52125-266,2019-03-07,Standard Class,Air,26505,914405.05,1,0.57,visa,Very Good,-86,2019-06,5,914405.05
120,Gabspot,8231,Subaru,Impreza,Blue,2003,712744.35,49349-191,Richardo Beaver,Male,Programmer II,San Antonio,United States,US,Texas,2018-11-29,0093-5514,2019-01-21,Same Day,Truck,78291,945325.6,1,0.68,americanexpress,Good,53,2018-11,4,945325.6
121,Rooxo,8139,Dodge,Stratus,Indigo,1997,786558.98,0067-6045,Onofredo Breede,Male,Programmer Analyst I,Berkeley,United States,US,California,2019-05-12,11822-0442,2019-05-12,Same Day,Air,94705,821296.41,2,0.66,mastercard,Good,0,2019-05,4,410648.205
122,Twitterworks,503,Ford,F350,Khaki,2009,505526.69,10096-0158,Vanni Usher,Female,Product Engineer,Bethesda,United States,US,Maryland,2018-07-20,76420-611,2019-04-29,Second Class,Air,20892,855201.29,2,0.67,americanexpress,Very Bad,283,2018-07,1,427600.645
123,Edgewire,2199,Buick,Riviera,Turquoise,1989,764479.19,0574-0427,Arlette Cattanach,Female,Editor,Seattle,United States,US,Washington,2018-07-29,0363-0438,2019-01-23,Same Day,Air,98104,872185.79,1,0.81,switch,Bad,178,2018-07,2,872185.79
124,Riffwire,695,Honda,Accord,Turquoise,1988,763573.51,52125-271,Gratiana Dunkley,Female,Structural Analysis Engineer,Torrance,United States,US,California,2018-11-18,50436-4842,2019-02-13,First Class,Air,90505,861041.91,1,0.75,visa-electron,Bad,87,2018-11,2,861041.91
125,Myworks,5712,Toyota,4Runner,Mauv,2010,733427.36,0904-6277,Pincas Thorpe,Male,Programmer Analyst IV,Norwalk,United States,US,Connecticut,2019-04-17,59779-129,2019-03-21,First Class,Truck,6854,924311.1,1,0.41,jcb,Very Bad,-27,2019-04,1,924311.1
126,Yombu,4530,Honda,Accord,Green,2003,712232.05,49715-019,Babbette Champken,Female,Internal Auditor,Birmingham,United States,US,Alabama,2018-07-06,42808-201,2019-01-04,Second Class,Air,35242,761383.2,2,0.8,jcb,Bad,182,2018-07,2,380691.6
127,Mycat,1955,GMC,Canyon,Orange,2008,799454.24,60505-3780,Ade Mityashev,Male,Senior Developer,Cincinnati,United States,US,Ohio,2018-10-10,59746-216,2019-01-08,Same Day,Air,45203,781571.38,1,0.3,mastercard,Good,90,2018-10,4,781571.38
128,Wordify,245,Chevrolet,Suburban 1500,Purple,1997,677203.05,49288-0302,Ody Karolczyk,Male,Office Assistant II,Madison,United States,US,Wisconsin,2019-06-12,68428-112,2019-05-13,First Class,Truck,53710,765985.31,2,0.89,jcb,Okay,-30,2019-06,3,382992.655
129,Oyoloo,8159,Lexus,IS-F,Fuscia,2010,540377.33,62175-891,Artie Ride,Male,Geologist I,Hartford,United States,US,Connecticut,2018-12-13,51393-6668,2019-03-16,Standard Class,Air,6160,849594.22,1,0.68,jcb,Okay,93,2018-12,3,849594.22
130,Livetube,7915,Toyota,Prius,Purple,2003,673084.72,50036-571,Harrietta Fealey,Female,Help Desk Technician,Richmond,United States,US,Virginia,2018-12-29,0096-0738,2019-04-12,Second Class,Truck,23213,957562.51,2,0.49,jcb,Good,104,2018-12,4,478781.255
131,Youspan,9827,GMC,Acadia,Maroon,2010,662222.31,47335-203,Kahaleel Rosengart,Male,Accountant IV,Spokane,United States,US,Washington,2018-12-23,67544-023,2019-05-02,First Class,Truck,99205,807033.52,2,0.37,china-unionpay,Okay,130,2018-12,3,403516.76
132,Livetube,6563,Dodge,Ram 2500,Teal,1995,674793.45,55714-4401,Fitz Gretton,Male,Project Manager,Charlotte,United States,US,North Carolina,2018-09-20,50580-778,2019-02-06,First Class,Air,28235,912235.25,2,0.54,solo,Bad,139,2018-09,2,456117.625
133,Digitube,9606,Mazda,MX-6,Turquoise,1996,520410.55,36800-004,Steven Enders,Male,Assistant Media Planner,Tampa,United States,US,Florida,2019-02-20,65003-018,2019-05-29,Standard Class,Truck,33673,891475.99,1,0.58,diners-club-enroute,Very Bad,98,2019-02,1,891475.99
134,Rooxo,6552,GMC,Yukon XL 1500,Crimson,2010,698915.25,51141-5000,Sabine Maude,Female,Tax Accountant,Houston,United States,US,Texas,2018-08-19,42254-168,2019-03-10,First Class,Air,77035,759267.76,1,0.5,mastercard,Very Good,203,2018-08,5,759267.76
135,Dynazzy,3501,Kia,Sorento,Purple,2011,734569.89,65342-0001,Bill Richten,Female,Compensation Analyst,Fresno,United States,US,California,2018-07-10,30142-910,2019-04-11,First Class,Air,93709,767218.08,1,0.66,maestro,Very Bad,275,2018-07,1,767218.08
136,Gabtype,321,Nissan,Maxima,Red,2008,671133.91,37205-664,Yalonda Lampert,Female,Business Systems Development Analyst,Honolulu,United States,US,Hawaii,2018-10-06,30142-199,2019-05-30,Same Day,Truck,96825,919450.3,1,0.49,jcb,Bad,236,2018-10,2,919450.3
137,Kanoodle,2171,Mercedes-Benz,S-Class,Puce,1998,767605.11,68151-0329,Georgiana Basilone,Female,Cost Accountant,Tampa,United States,US,Florida,2019-06-09,64536-1269,2019-05-23,First Class,Truck,33633,821251.58,2,0.5,jcb,Very Bad,-17,2019-06,1,410625.79
138,Linktype,4107,Jaguar,XK,Pink,2007,633327.69,61786-020,Irving Winear,Male,Speech Pathologist,Washington,United States,US,District of Columbia,2018-07-14,55714-4418,2019-04-05,Same Day,Truck,20392,974671.7,2,0.25,americanexpress,Good,265,2018-07,4,487335.85
139,Latz,5499,BMW,X3,Pink,2006,593715.78,24488-027,Trey Jirick,Male,Senior Cost Accountant,Allentown,United States,US,Pennsylvania,2019-05-17,43742-0197,2019-02-27,Second Class,Truck,18105,990521.11,1,0.66,jcb,Very Good,-79,2019-05,5,990521.11
140,Ainyx,9955,Mitsubishi,Diamante,Turquoise,2000,797965.14,47682-903,Lane Boreham,Male,Web Designer II,San Antonio,United States,US,Texas,2018-10-19,58466-033,2019-05-16,Second Class,Air,78250,767372.51,2,0.41,jcb,Okay,209,2018-10,3,383686.255
141,Avavee,6011,Toyota,Venza,Indigo,2012,723482.26,0113-0277,Heywood Matuszkiewicz,Male,Information Systems Manager,Atlanta,United States,US,Georgia,2019-04-03,49288-0368,2019-01-10,Standard Class,Truck,30375,935442.83,2,0.39,visa,Very Good,-83,2019-04,5,467721.415
142,Kazu,5285,Infiniti,EX,Crimson,2009,607293.44,68220-160,Renato Bahike,Male,Accounting Assistant II,Washington,United States,US,District of Columbia,2018-11-29,65044-2215,2019-05-04,Second Class,Air,20220,736586.79,2,0.6,jcb,Very Good,156,2018-11,5,368293.395
143,Cogidoo,8077,Hyundai,Genesis,Turquoise,2010,726772.89,55111-697,Guilbert Twitchett,Male,Programmer I,Newark,United States,US,New Jersey,2019-01-19,68703-100,2019-01-05,Same Day,Truck,7195,997480.97,2,0.27,jcb,Very Bad,-14,2019-01,1,498740.485
144,Abata,9602,Morgan,Aero 8,Violet,2007,676878.44,30142-104,Germayne Meryett,Male,Speech Pathologist,Bakersfield,United States,US,California,2019-04-23,11822-2683,2019-04-13,Standard Class,Truck,93311,877185.43,2,0.72,diners-club-enroute,Bad,-10,2019-04,2,438592.715
145,Voonyx,7713,Eagle,Vision,Green,1996,711788.28,49884-949,Bail Starkie,Male,Senior Quality Engineer,Morgantown,United States,US,West Virginia,2018-11-05,51862-216,2019-04-12,Second Class,Truck,26505,706160.79,2,0.79,diners-club-us-ca,Very Bad,158,2018-11,1,353080.395
146,Yata,5103,Saab,900,Aquamarine,1989,798837.47,52959-880,Sonya Briscam,Female,Assistant Media Planner,West Hartford,United States,US,Connecticut,2018-10-10,68382-032,2019-01-24,First Class,Air,6127,801115.22,1,0.63,jcb,Okay,106,2018-10,3,801115.22
147,Shuffledrive,3332,Mercury,Sable,Green,1999,621305.74,42043-171,Tove Arrundale,Female,Engineer III,Bronx,United States,US,New York,2019-01-31,63304-590,2019-01-01,Same Day,Truck,10454,762009.69,2,0.33,jcb,Good,-30,2019-01,4,381004.845
148,Trunyx,8964,Lamborghini,Gallardo,Puce,2010,642557.99,59779-115,Haskell Gilfether,Male,Database Administrator IV,Portland,United States,US,Oregon,2018-10-18,13630-0035,2019-02-27,Second Class,Truck,97286,892976.72,1,0.6,switch,Very Bad,132,2018-10,1,892976.72
149,Dazzlesphere,2189,Lamborghini,Murciélago,Crimson,2008,587427.52,68151-4021,Ora Banghe,Female,Associate Professor,Tampa,United States,US,Florida,2018-09-13,0268-0282,2019-05-20,Standard Class,Air,33605,977796.57,2,0.4,visa-electron,Very Good,249,2018-09,5,488898.285
150,Youbridge,1741,Toyota,Tacoma Xtra,Khaki,1996,600983.11,67046-017,Cirstoforo Pitsall,Male,Senior Editor,Tampa,United States,US,Florida,2018-10-17,52667-001,2019-02-08,Second Class,Air,33673,926029.04,2,0.87,bankcard,Very Good,114,2018-10,5,463014.52
151,Aibox,5523,Mitsubishi,GTO,Purple,1999,605573.45,69152-0006,Ermina Brambill,Female,Operator,Independence,United States,US,Missouri,2019-05-29,68770-120,2019-06-03,Second Class,Air,64054,743622.93,2,0.74,jcb,Very Bad,5,2019-05,1,371811.465
152,Tagtune,4874,Nissan,Maxima,Violet,1997,724973.08,49348-274,Roberto Voase,Male,Structural Engineer,Los Angeles,United States,US,California,2018-12-14,21695-388,2019-06-13,Same Day,Truck,90020,744128.64,1,0.89,mastercard,Okay,181,2018-12,3,744128.64
153,Oozz,981,Dodge,Viper,Puce,2004,568613.03,53620-101,Zea O'Dooghaine,Female,Research Associate,Concord,United States,US,California,2018-07-03,43742-0012,2019-04-12,Second Class,Air,94522,875011.94,2,0.33,americanexpress,Bad,283,2018-07,2,437505.97
154,Fadeo,8739,Buick,Regal,Yellow,2002,524700.33,43353-754,Geoffrey Ackermann,Male,Pharmacist,Saint Cloud,United States,US,Minnesota,2019-04-13,55289-720,2019-05-13,Same Day,Truck,56372,961575.66,1,0.84,mastercard,Very Good,30,2019-04,5,961575.66
155,Centizu,1811,Volkswagen,Jetta,Orange,1997,504405.29,0065-0454,Leela Gregolin,Female,Legal Assistant,Minneapolis,United States,US,Minnesota,2019-05-12,76049-002,2019-03-15,First Class,Truck,55470,986893.25,1,0.61,jcb,Very Bad,-58,2019-05,1,986893.25
156,Yozio,7674,Jaguar,XK Series,Maroon,2005,633145.47,66758-004,Wilmar Rennebach,Male,Clinical Specialist,Alexandria,United States,US,Virginia,2018-11-30,62011-0200,2019-02-14,Same Day,Air,22313,881577.52,2,0.87,jcb,Bad,76,2018-11,2,440788.76
157,Skinix,5771,Toyota,Matrix,Turquoise,2011,612526.42,65044-6693,Rafaelia Grzeskowski,Female,Research Associate,Pittsburgh,United States,US,Pennsylvania,2018-12-22,59062-1381,2019-03-10,Second Class,Air,15235,832307.58,2,0.45,visa-electron,Good,78,2018-12,4,416153.79
158,Skidoo,9232,Suzuki,Sidekick,Blue,1992,541872.99,0121-0772,Allissa Gwilt,Female,General Manager,Topeka,United States,US,Kansas,2018-06-19,10742-8152,2019-04-23,Second Class,Air,66622,781324.74,1,0.6,mastercard,Very Good,308,2018-06,5,781324.74
159,Ainyx,2182,Mazda,MX-3,Purple,1994,614853.62,66497-0001,Maxim Aizlewood,Male,Biostatistician I,Long Beach,United States,US,California,2019-05-07,11716-0003,2019-03-11,Second Class,Air,90810,932723.37,1,0.69,jcb,Good,-57,2019-05,4,932723.37
160,Viva,8026,Kia,Borrego,Green,2009,700402.15,49348-616,Yasmeen Ridulfo,Female,Automation Specialist II,South Lake Tahoe,United States,US,California,2019-03-08,11410-162,2019-06-12,Same Day,Truck,96154,795220.22,2,0.3,diners-club-carte-blanche,Very Bad,96,2019-03,1,397610.11
161,Skipfire,8499,Chevrolet,HHR,Turquoise,2007,754328.07,63565-0001,Modesta Canedo,Female,Software Consultant,Richmond,United States,US,Virginia,2018-09-29,68546-325,2019-04-27,Same Day,Truck,23242,969791.15,1,0.45,jcb,Okay,210,2018-09,3,969791.15
162,Kayveo,5751,GMC,Yukon XL 2500,Crimson,2003,589447.2,59262-259,Josey Pargetter,Female,Statistician III,Phoenix,United States,US,Arizona,2018-12-26,11822-0413,2019-05-19,Standard Class,Truck,85053,754756.67,1,0.88,jcb,Good,144,2018-12,4,754756.67
163,Layo,600,Mitsubishi,Endeavor,Aquamarine,2006,753865.45,11564-003,Kendra Pearmine,Female,Recruiter,Washington,United States,US,District of Columbia,2018-08-21,0187-2615,2019-04-16,Same Day,Truck,20599,777555.76,1,0.71,bankcard,Very Good,238,2018-08,5,777555.76
164,Devshare,3834,Chevrolet,Aveo,Yellow,2006,658182.03,66336-099,Kimbell Trawin,Male,Dental Hygienist,Dallas,United States,US,Texas,2018-09-20,64117-136,2019-05-20,Standard Class,Truck,75226,725711.13,2,0.39,jcb,Good,242,2018-09,4,362855.565
165,Wikibox,7671,BMW,525,Blue,2002,636186.89,63629-3279,Millard Rathmell,Male,Programmer III,Seattle,United States,US,Washington,2019-04-26,50436-9803,2019-01-25,Same Day,Truck,98185,722891.11,2,0.53,americanexpress,Bad,-91,2019-04,2,361445.555
166,Jabbersphere,8117,Toyota,Matrix,Goldenrod,2012,743995.56,0168-0277,Sheryl Flasby,Female,Marketing Assistant,Suffolk,United States,US,Virginia,2018-07-11,67467-182,2019-05-22,First Class,Air,23436,711417.21,1,0.31,jcb,Okay,315,2018-07,3,711417.21
167,Realmix,2757,Toyota,4Runner,Mauv,2000,542786.28,35356-251,Editha Harpham,Female,GIS Technical Architect,Tacoma,United States,US,Washington,2019-02-08,49580-0390,2019-01-05,Second Class,Air,98442,758476.1,1,0.78,visa-electron,Very Good,-34,2019-02,5,758476.1
168,Kazu,301,Pontiac,Montana,Purple,2006,710720.19,76433-002,Eran Meece,Female,Help Desk Operator,Waterbury,United States,US,Connecticut,2019-03-09,75987-021,2019-05-13,Second Class,Air,6721,940192.17,1,0.6,instapayment,Okay,65,2019-03,3,940192.17
169,Skinix,3404,Nissan,Frontier,Orange,2007,644916.53,10348-010,Saloma Dilley,Female,Project Manager,New York City,United States,US,New York,2018-11-26,43742-0206,2019-01-08,Second Class,Air,10110,787798.65,2,0.83,diners-club-enroute,Okay,43,2018-11,3,393899.325
170,Abata,522,GMC,2500 Club Coupe,Puce,1993,715190.72,0699-7051,Francois Tankard,Male,Office Assistant II,Chicago,United States,US,Illinois,2019-03-09,53808-0369,2019-05-25,Standard Class,Truck,60614,929803.73,1,0.48,jcb,Okay,77,2019-03,3,929803.73
171,Feedbug,9927,Isuzu,Hombre Space,Maroon,2000,688506.62,68788-9141,Aile Rodell,Female,Assistant Professor,Boise,United States,US,Idaho,2019-04-20,54868-4101,2019-03-27,Standard Class,Truck,83711,896394.92,2,0.71,diners-club-enroute,Okay,-24,2019-04,3,448197.46
172,Jetwire,5419,Buick,Century,Crimson,1991,682260.42,0268-0654,Datha Christon,Female,VP Accounting,Amarillo,United States,US,Texas,2019-04-03,76340-9001,2019-04-07,Same Day,Truck,79171,803441.55,2,0.5,jcb,Okay,4,2019-04,3,401720.775
173,Divanoodle,6719,Ford,Taurus,Indigo,2010,717536.91,42549-497,Ryann Torel,Female,Paralegal,Chicago,United States,US,Illinois,2019-05-23,63323-125,2019-02-13,Same Day,Air,60686,827766.0,2,0.54,jcb,Bad,-99,2019-05,2,413883.0
174,Quamba,702,Maserati,Gran Sport,Violet,2005,731358.51,53305-074,Addy Kale,Male,Media Manager II,Hartford,United States,US,Connecticut,2019-04-17,10122-321,2019-05-28,Same Day,Truck,6160,916848.99,1,0.88,diners-club-enroute,Very Good,41,2019-04,5,916848.99
175,Babblestorm,966,Toyota,Tacoma,Goldenrod,2001,780956.91,43269-780,Armstrong Cripin,Male,Chemical Engineer,South Bend,United States,US,Indiana,2019-04-17,49999-885,2019-03-11,Standard Class,Air,46620,848006.6,2,0.34,jcb,Very Bad,-37,2019-04,1,424003.3
176,Twitterworks,292,Mercedes-Benz,SL-Class,Yellow,2011,749804.88,53603-1006,Gonzales Shoard,Male,Community Outreach Specialist,El Paso,United States,US,Texas,2019-05-19,68788-0686,2019-04-08,Standard Class,Truck,88558,914755.73,1,0.8,mastercard,Very Bad,-41,2019-05,1,914755.73
177,Quatz,205,Isuzu,Amigo,Indigo,1993,625746.04,68151-1471,Ross Leither,Male,Automation Specialist IV,Saint Louis,United States,US,Missouri,2019-04-02,0019-0862,2019-03-21,Standard Class,Air,63150,946127.7,2,0.74,laser,Okay,-12,2019-04,3,473063.85
178,Kanoodle,5599,Oldsmobile,Regency,Puce,1997,512516.0,49349-272,Willard France,Male,VP Product Management,Waltham,United States,US,Massachusetts,2019-01-21,52862-008,2019-04-07,Second Class,Air,2453,700321.49,2,0.4,visa-electron,Bad,76,2019-01,2,350160.745
